Items Report
"Feb 7, 2025 12:00 AM - Aug 8, 2025 11:59 PM"
"Requested on: Aug 8, 2025 9:32 AM"
Filters: Item Type = Revenue Items

Categories: All
"The report reflects all revenue items in paid, partially paid, partially refunded and refunded status. Does not include open orders."

Gross Sales,"$68,179.91"
Net Sales,"$66,290.19"
COGS,$0.00
Gross Profit,"$14,342.73"
Gross Profit Margin,21.64%

Category Name,Name,Gross Sales,Net Sales,Sold,Refunded,Modifier Name,Modifier Sold,Modifier Amount,Discounts,Refunds,% Net Sales,Avg Item Size,COGS,Gross Profit
Uncategorized
,"14"" Pizza & 2 Sodas (custom 1) - Single Size",$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,-,-
,Buffalo Chicken Stromboli  (custom 1) - Large,$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,-,-
,Calzone Buffalo Chicken - Large,$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,-,-
,Custom Chicken Chunks - 1 Pounds,$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,-,-
,Custom Chicken Parmigiana - Single Size,$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,-,-
,Hawaiian,$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,-,-
,," "," "," "," ",Pizza Sauce,1,$0.00," "," "," "," "," "," "
,," "," "," "," ","Medium 14""",1,$1.23," "," "," "," "," "," "
,"Hawaiian (custom) - Small 12"" -  Thin Crust",$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,-,-
,"Margherita - Small 12"" -  Regular Crust",$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,-,-
,Spaghetti Carbonara - Single Size,$15.99,$15.99,1,0," "," ",-,$0.00,$0.00,0.02%,$15.99,-,-
,2 Slices & Can Soda (custom 1) - Single Size,$15.98,$15.98,2,0," "," ",-,$0.00,$0.00,0.02%,$7.99,-,-
,Calzone Meat Lovers (custom 1) - Small,$15.98,$15.98,1,0," "," ",-,$0.00,$0.00,0.02%,$15.98,-,-
,"Custom Cheese Pizza - Medium 14"" - Crispy and Well Done",$19.96,$15.97,1,0," "," ",-,-$3.99,$0.00,0.02%,$15.97,-,-
,"Custom Cheese Pizza - Medium 14"" - Regular Crust",$19.96,$15.97,1,0," "," ",-,-$3.99,$0.00,0.02%,$15.97,-,-
,Chicken Broccoli Aglio,$15.95,$15.95,1,0," "," ",-,$0.00,$0.00,0.02%,$15.95,-,-
,," "," "," "," ",Fettucini,1,$0.00," "," "," "," "," "," "
,Chicken Marsala,$15.95,$15.95,1,0," "," ",-,$0.00,$0.00,0.02%,$15.95,-,-
,Chicken Marsala,$15.95,$15.95,1,0," "," ",-,$0.00,$0.00,0.02%,$15.95,-,-
,," "," "," "," ",Spaghetti,1,$0.00," "," "," "," "," "," "
,Custom Meat Lover's Stromboli  - Large,$15.90,$15.90,1,0," "," ",-,$0.00,$0.00,0.02%,$15.90,-,-
,Meat Lover's Stromboli  (custom 2) - Large,$15.90,$15.90,1,0," "," ",-,$0.00,$0.00,0.02%,$15.90,-,-
,Bianca (White Pie),$15.89,$15.89,1,0," "," ",-,$0.00,$0.00,0.02%,$15.89,-,-
,," "," "," "," ",Ranch,1,$1.00," "," "," "," "," "," "
,," "," "," "," ",Pesto Sauce,1,$0.00," "," "," "," "," "," "
,," "," "," "," ","Medium 14""",1,$1.03," "," "," "," "," "," "
,Cheese Stromboli (custom 1) - Small,$15.85,$15.85,1,0," "," ",-,$0.00,$0.00,0.02%,$15.85,-,-
,"Custom Cheese Pizza - Medium 14"" - Regular Crust",$15.73,$15.73,1,0," "," ",-,$0.00,$0.00,0.02%,$15.73,-,-
,"Custom Bianca White Pie - Large 16"" - Thin Crust",$20.58,$15.70,1,0," "," ",-,-$4.88,$0.00,0.02%,$15.70,-,-
,Cannoli,$15.56,$15.56,4,0," "," ",-,$0.00,$0.00,0.02%,$3.89,-,-
,New York Cheese Cake,$18.66,$15.55,4,0," "," ",-,-$3.11,$0.00,0.02%,$3.89,-,-
,," "," "," "," ",Strawberry Topping,3,$1.50," "," "," "," "," "," "
,Chicken Palermo,$15.49,$15.49,1,0," "," ",-,$0.00,$0.00,0.02%,$15.49,-,-
,," "," "," "," ",Ziti,1,$0.00," "," "," "," "," "," "
,"(H&H)Cheesesteak Pizza-Cheese Pizza - Small 12"" - Regular Crust",$15.48,$15.48,1,0," "," ",-,$0.00,$0.00,0.02%,$15.48,-,-
,"(H&H)Veggie Lovers-Cheese Pizza - Small 12"" - Regular Crust",$15.48,$15.48,1,0," "," ",-,$0.00,$0.00,0.02%,$15.48,-,-
,"MYOP 1 - Small 12"" -  Regular Crust",$15.47,$15.47,1,0," "," ",-,$0.00,$0.00,0.02%,$15.47,-,-
,Cheesesteak Pizza,$16.95,$15.46,1,0," "," ",-,-$1.49,$0.00,0.02%,$15.46,-,-
,," "," "," "," ","Small 12""",1,$0.00," "," "," "," "," "," "
,Child Butter Pasta,$15.42,$15.42,2,0," "," ",-,$0.00,$0.00,0.02%,$7.71,-,-
,," "," "," "," ",Spaghetti,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ziti,1,$0.00," "," "," "," "," "," "
,Cheese Ravioli,$15.36,$15.36,1,0," "," ",-,$0.00,$0.00,0.02%,$15.36,-,-
,," "," "," "," ",Meat Sauce,1,$2.50," "," "," "," "," "," "
,Stuffed Shells,$15.36,$15.36,1,0," "," ",-,$0.00,$0.00,0.02%,$15.36,-,-
,," "," "," "," ",Meat Sauce,1,$2.50," "," "," "," "," "," "
,Sparkling Water - Single Size,$16.50,$15.12,6,0," "," ",-,-$1.38,$0.00,0.02%,$2.52,-,-
,Lasagna,$15.08,$15.08,1,0," "," ",-,$0.00,$0.00,0.02%,$15.08,-,-
,," "," "," "," ",No Thanks,1,$0.09," "," "," "," "," "," "
,Zepollis,$16.90,$15.06,5,0," "," ",-,-$1.84,$0.00,0.02%,$3.01,-,-
,Garden Salad  (custom 1) - Small,$15.00,$15.00,2,0," "," ",-,$0.00,$0.00,0.02%,$7.50,-,-
,"Bianca White Pie - Small 12"" -  Regular Crust",$14.99,$14.99,1,0," "," ",-,$0.00,$0.00,0.02%,$14.99,-,-
,"Bianca White Pie - Small 12"" - Regular Crust",$14.99,$14.99,1,0," "," ",-,$0.00,$0.00,0.02%,$14.99,-,-
,"Cheese Pizza (custom 1) - Medium 14"" -  Garlic Butter on Crust",$14.99,$14.99,1,0," "," ",-,$0.00,$0.00,0.02%,$14.99,-,-
,"Cheese Pizza (custom 2) - Medium 14"" - Regular Crust ",$14.99,$14.99,1,0," "," ",-,$0.00,$0.00,0.02%,$14.99,-,-
,Chicken Chunks (custom 1) - 1 Pounds,$14.99,$14.99,1,0," "," ",-,$0.00,$0.00,0.02%,$14.99,-,-
,Custom Penne Al A Vodka - Single Size,$14.99,$14.99,1,0," "," ",-,$0.00,$0.00,0.02%,$14.99,-,-
,Small Calzone Veggie Lover's,$14.99,$14.99,1,0," "," ",-,$0.00,$0.00,0.02%,$14.99,-,-
,," "," "," "," ",Small,1,$0.00," "," "," "," "," "," "
,Wings (custom 2) - 10 Pieces,$14.99,$14.99,1,0," "," ",-,$0.00,$0.00,0.02%,$14.99,-,-
,Custom Calzone Cheese - Large,$14.98,$14.98,1,0," "," ",-,$0.00,$0.00,0.02%,$14.98,-,-
,Lunch Lasagna,$14.98,$14.98,1,0," "," ",-,$0.00,$0.00,0.02%,$14.98,-,-
,," "," "," "," ",Alfredo Sauce,1,$3.99," "," "," "," "," "," "
,"Custom Cheese Pizza - Small 12"" - Regular Crust",$14.97,$14.97,1,0," "," ",-,$0.00,$0.00,0.02%,$14.97,-,-
,Garlic Bread (custom 1) - Plain,$14.97,$14.97,3,0," "," ",-,$0.00,$0.00,0.02%,$4.99,-,-
,Custom Calzone Cheese - Small,$14.95,$14.95,1,0," "," ",-,$0.00,$0.00,0.02%,$14.95,-,-
,Cheese Slice,$18.50,$14.73,5,0," "," ",-,-$3.77,$0.00,0.02%,$2.95,-,-
,," "," "," "," ",Extra Cheese,2,$1.00," "," "," "," "," "," "
,Child Spageti w/ Meat Sauce,$17.48,$14.67,2,0," "," ",-,-$2.81,$0.00,0.02%,$7.33,-,-
,Pesto,$17.98,$14.61,1,0," "," ",-,-$3.37,$0.00,0.02%,$14.61,-,-
,," "," "," "," ","Large 16""",1,$4.12," "," "," "," "," "," "
,"Cheese Pizza (custom 1) - Small 12"" -  Crispy and Well Done",$14.48,$14.48,1,0," "," ",-,$0.00,$0.00,0.02%,$14.48,-,-
,"Cheese Pizza (custom 1) - Small 12"" -  Garlic Butter on Crust",$14.48,$14.48,1,0," "," ",-,$0.00,$0.00,0.02%,$14.48,-,-
,"Custom Cheese Pizza - Small 12"" - Crispy and Well Done",$14.48,$14.48,1,0," "," ",-,$0.00,$0.00,0.02%,$14.48,-,-
,"Pepperoni Pizza (custom 1) - Small 12"" - Regular Crust ",$14.48,$14.48,1,0," "," ",-,$0.00,$0.00,0.02%,$14.48,-,-
,"Pepperoni Pizza - Small 12"" - Regular Crust",$14.48,$14.48,1,0," "," ",-,$0.00,$0.00,0.02%,$14.48,-,-
,"(H&H)Pepperoni Pizza-Cheese Pizza - Small 12"" - Regular Crust",$14.47,$14.47,1,0," "," ",-,$0.00,$0.00,0.02%,$14.47,-,-
,Calzone Cheese (custom 1) - Small,$14.45,$14.45,1,0," "," ",-,$0.00,$0.00,0.02%,$14.45,-,-
,Carrot Cake - Single Size,$14.97,$14.39,3,0," "," ",-,-$0.58,$0.00,0.02%,$4.80,-,-
,Pasta with Marinara Sauce,$14.27,$14.27,1,0," "," ",-,$0.00,$0.00,0.02%,$14.27,-,-
,," "," "," "," ",Spaghetti,1,$0.09," "," "," "," "," "," "
,," "," "," "," ",House Salad with Ranch,1,$3.19," "," "," "," "," "," "
,"Custom Cheese Pizza - Small 12"" - Garlic Butter on Crust",$14.23,$14.23,1,0," "," ",-,$0.00,$0.00,0.02%,$14.23,-,-
,Small Calzone Anthony's,$18.08,$14.09,1,0," "," ",-,-$3.99,$0.00,0.02%,$14.09,-,-
,," "," "," "," ",Large,1,$3.09," "," "," "," "," "," "
,Custom Lasagne - Single Size,$13.99,$13.99,1,0," "," ",-,$0.00,$0.00,0.02%,$13.99,-,-
,Small Stromboli Anthony's,$13.99,$13.99,1,0," "," ",-,$0.00,$0.00,0.02%,$13.99,-,-
,Small Stromboli Anthony's,$13.99,$13.99,1,0," "," ",-,$0.00,$0.00,0.02%,$13.99,-,-
,," "," "," "," ",Small,1,$0.00," "," "," "," "," "," "
,2 Slice and 1 Can of Soda (custom 1) - Single Size,$13.98,$13.98,2,0," "," ",-,$0.00,$0.00,0.02%,$6.99,-,-
,"Custom Cheese Pizza - Small 12"" - Regular Crust",$13.98,$13.98,1,0," "," ",-,$0.00,$0.00,0.02%,$13.98,-,-
,Custom Jamaican Beef Pattys - With Cheese,$13.98,$13.98,2,0," "," ",-,$0.00,$0.00,0.02%,$6.99,-,-
,Garlic Bread,$13.98,$13.98,2,0," "," ",-,$0.00,$0.00,0.02%,$6.99,-,-
,Garlic Knots,$13.98,$13.98,2,0," "," ",-,$0.00,$0.00,0.02%,$6.99,-,-
,," "," "," "," ",Plain,2,$0.00," "," "," "," "," "," "
,Jamaican Beef Pattys,$13.98,$13.98,2,0," "," ",-,$0.00,$0.00,0.02%,$6.99,-,-
,," "," "," "," ",With Cheese,2,$2.00," "," "," "," "," "," "
,Jumbo Onion Rings,$13.98,$13.98,2,0," "," ",-,$0.00,$0.00,0.02%,$6.99,-,-
,"MYOP 1 - Small 12"" -  Crispy and Well Done",$13.98,$13.98,1,0," "," ",-,$0.00,$0.00,0.02%,$13.98,-,-
,Mozzarella Sticks,$13.98,$13.98,2,0," "," ",-,$0.00,$0.00,0.02%,$6.99,-,-
,Sliders (4),$13.98,$13.98,2,0," "," ",-,$0.00,$0.00,0.02%,$6.99,-,-
,," "," "," "," ",Plain,2,$0.00," "," "," "," "," "," "
,Custom Calzone Cheese - Small,$13.96,$13.96,1,0," "," ",-,$0.00,$0.00,0.02%,$13.96,-,-
,Calzone Cheese (custom 1) - Small,$13.95,$13.95,1,0," "," ",-,$0.00,$0.00,0.02%,$13.95,-,-
,Penne Al A Vodka,$13.89,$13.89,1,0," "," ",-,$0.00,$0.00,0.02%,$13.89,-,-
,Cheese Stromboli (custom 1) - Small,$13.87,$13.87,1,0," "," ",-,$0.00,$0.00,0.02%,$13.87,-,-
,Bianca (White Pie),$13.86,$13.86,1,0," "," ",-,$0.00,$0.00,0.02%,$13.86,-,-
,"(H&H)Pepperoni Pizza-Cheese Pizza - Small 12"" - Regular Crust",$13.73,$13.73,1,0," "," ",-,$0.00,$0.00,0.02%,$13.73,-,-
,"MYOP 1 - Small 12"" -  Garlic Butter on Crust",$13.73,$13.73,1,0," "," ",-,$0.00,$0.00,0.02%,$13.73,-,-
,Antipasto Salad,$13.58,$13.58,1,0," "," ",-,$0.00,$0.00,0.02%,$13.58,-,-
,," "," "," "," ",Large,1,$1.59," "," "," "," "," "," "
,Zepollis,$13.52,$13.52,4,0," "," ",-,$0.00,$0.00,0.02%,$3.38,-,-
,Custom Sampler - Single Size,$13.50,$13.50,1,0," "," ",-,$0.00,$0.00,0.02%,$13.50,-,-
,Cheesesteak Sub (custom 1) - Single Size,$13.49,$13.49,1,0," "," ",-,$0.00,$0.00,0.02%,$13.49,-,-
,Custom 1 personal Pizza (10 in) 1 can Soda - Single Size,$13.14,$13.14,1,0," "," ",-,$0.00,$0.00,0.02%,$13.14,-,-
,"Custom Cheese Pizza - Personal 10"" - Regular Crust",$13.14,$13.14,1,0," "," ",-,$0.00,$0.00,0.02%,$13.14,-,-
,"Custom Cheese Pizza - Personal 10"" - Thin Crust",$13.14,$13.14,1,0," "," ",-,$0.00,$0.00,0.02%,$13.14,-,-
,Alfredo Sauce,$15.42,$12.99,3,0," "," ",-,-$2.43,$0.00,0.02%,$4.33,-,-
,Baked Ziti (custom 1) - Single Size,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,Baked Ziti (custom) - Single Size,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,Calamari,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,Calzone Anthonys (custom 1) - Small,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,Calzone Veggie Lovers - Small,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,Caprese Salad,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,"Cheese Pizza (custom 1) - Small 12"" -  Garlic Butter on Crust",$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,Chicken Parmigiana,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,Custom Baked Ziti - Single Size,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,Custom Calzone Anthonys - Small,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,Greek Salad (custom 1) - Small,$12.99,$12.99,1,0," "," ",-,$0.00,$0.00,0.02%,$12.99,-,-
,"Sausage, Peppers & Onions",$12.98,$12.98,1,0," "," ",-,$0.00,$0.00,0.02%,$12.98,-,-
,," "," "," "," ",Ziti,1,$0.00," "," "," "," "," "," "
,Meatballs (2),$12.96,$12.96,3,0," "," ",-,$0.00,$0.00,0.02%,$4.32,-,-
,," "," "," "," ",Ricotta Cheese,1,$0.99," "," "," "," "," "," "
,New York Cheese Cake,$12.96,$12.96,2,0," "," ",-,$0.00,$0.00,0.02%,$6.48,-,-
,," "," "," "," ",Strawberry Topping,2,$0.98," "," "," "," "," "," "
,"(H&H)Pepperoni Pizza-Hawaiian - Personal 10"" - Regular Crust",$12.94,$12.94,1,0," "," ",-,$0.00,$0.00,0.02%,$12.94,-,-
,Anthony's Stromboli  (custom 1) - Small,$12.90,$12.90,1,0," "," ",-,$0.00,$0.00,0.02%,$12.90,-,-
,Custom Anthony's Stromboli  - Small,$12.90,$12.90,1,0," "," ",-,$0.00,$0.00,0.02%,$12.90,-,-
,Veggie Lovers Stromboli  (custom 1) - Small,$12.90,$12.90,1,0," "," ",-,$0.00,$0.00,0.02%,$12.90,-,-
,Cheese Stromboli (custom 1) - Small,$12.88,$12.88,1,0," "," ",-,$0.00,$0.00,0.02%,$12.88,-,-
,Lasagne,$12.86,$12.86,1,0," "," ",-,$0.00,$0.00,0.02%,$12.86,-,-
,Custom Cheesesteak Sub - Single Size,$12.74,$12.74,1,0," "," ",-,$0.00,$0.00,0.02%,$12.74,-,-
,Custom Chicken Parmigiana Sub - Single Size,$12.74,$12.74,1,0," "," ",-,$0.00,$0.00,0.02%,$12.74,-,-
,Custom 1 personal Pizza (10 in) 1 can Soda - Single Size,$12.69,$12.69,1,0," "," ",-,$0.00,$0.00,0.02%,$12.69,-,-
,Custom Chicken Tenders - Small,$12.50,$12.50,1,0," "," ",-,$0.00,$0.00,0.02%,$12.50,-,-
,Custom Calzone Cheese - Small,$12.47,$12.47,1,0," "," ",-,$0.00,$0.00,0.02%,$12.47,-,-
,Custom 2 Slice and 1 Can of Soda - Single Size,$12.45,$12.45,1,0," "," ",-,$0.00,$0.00,0.02%,$12.45,-,-
,Custom Cheese Stromboli - Small,$12.38,$12.38,1,0," "," ",-,$0.00,$0.00,0.02%,$12.38,-,-
,Eggplant,$14.49,$12.14,1,0," "," ",-,-$2.35,$0.00,0.02%,$12.14,-,-
,," "," "," "," ","Small 12""",1,$0.00," "," "," "," "," "," "
,Custom Calzone Cheese - Small,$14.45,$12.07,1,0," "," ",-,-$2.38,$0.00,0.02%,$12.07,-,-
,"Custom Cheese Pizza - Medium 14"" - Garlic Butter on Crust",$14.99,$12.00,1,0," "," ",-,-$2.99,$0.00,0.02%,$12.00,-,-
,Custom Item,$12.00,$12.00,6,0," "," ",-,$0.00,$0.00,0.02%,$2.00,-,-
,Custom Antipasto Salad - Large,$11.99,$11.99,1,0," "," ",-,$0.00,$0.00,0.02%,$11.99,-,-
,Eggplant Parmigiana Sub (custom 1) - Single Size,$11.99,$11.99,1,0," "," ",-,$0.00,$0.00,0.02%,$11.99,-,-
,Eggplant Parmigiana Sub - Single Size,$11.99,$11.99,1,0," "," ",-,$0.00,$0.00,0.02%,$11.99,-,-
,Greek Salad (custom 1) - Large,$11.99,$11.99,1,0," "," ",-,$0.00,$0.00,0.02%,$11.99,-,-
,Pasta with Meatballs,$11.99,$11.99,1,0," "," ",-,$0.00,$0.00,0.02%,$11.99,-,-
,," "," "," "," ",Spaghetti,1,$0.00," "," "," "," "," "," "
,Pasta with Meatballs,$11.99,$11.99,1,0," "," ",-,$0.00,$0.00,0.02%,$11.99,-,-
,," "," "," "," ",Spaghetti,1,$0.00," "," "," "," "," "," "
,Sausage Parmigiana Sub - Single Size,$11.99,$11.99,1,0," "," ",-,$0.00,$0.00,0.02%,$11.99,-,-
,Carrot Cake,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,-,-
,Carrot Cake,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,-,-
,French Fries,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,-,-
,French Fries (custom 1) - Single Size,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,-,-
,Garlic Knots (custom 1) - With Cheese,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,-,-
,Garlic Knots - With Cheese,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,-,-
,Zeppolis,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,-,-
,Zeppolis,$11.98,$11.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.99,-,-
,Custom Calzone Cheese - Small,$11.97,$11.97,1,0," "," ",-,$0.00,$0.00,0.02%,$11.97,-,-
,Custom Slice Sicilian Deep Dish - Single Size,$11.96,$11.96,2,0," "," ",-,$0.00,$0.00,0.02%,$5.98,-,-
,Cannoli,$11.67,$11.67,3,0," "," ",-,$0.00,$0.00,0.02%,$3.89,-,-
,Caesar Salad (custom 1) - Large,$11.50,$11.50,1,0," "," ",-,$0.00,$0.00,0.02%,$11.50,-,-
,Calzone Cheese (custom 1) - Small,$11.48,$11.48,1,0," "," ",-,$0.00,$0.00,0.02%,$11.48,-,-
,Cheese Stromboli (custom 1) - Small,$11.39,$11.39,1,0," "," ",-,$0.00,$0.00,0.02%,$11.39,-,-
,Cheese Stromboli (custom 2) - Small,$11.39,$11.39,1,0," "," ",-,$0.00,$0.00,0.02%,$11.39,-,-
,"Cheese Pizza (custom 1) - Personal 10"" -  Garlic Butter on Crust",$11.34,$11.34,1,0," "," ",-,$0.00,$0.00,0.02%,$11.34,-,-
,"Cheese Pizza (custom 1) - Personal 10"" -  Thin Crust",$11.34,$11.34,1,0," "," ",-,$0.00,$0.00,0.02%,$11.34,-,-
,Custom 1 personal Pizza (10 in) 1 can Soda - Single Size,$11.34,$11.34,1,0," "," ",-,$0.00,$0.00,0.02%,$11.34,-,-
,"MYOP 1 - Personal 10"" -  Garlic Butter on Crust",$11.34,$11.34,1,0," "," ",-,$0.00,$0.00,0.02%,$11.34,-,-
,Calamari,$12.99,$11.28,1,0," "," ",-,-$1.71,$0.00,0.02%,$11.28,-,-
,Sausage Parmigiana Sub,$11.28,$11.28,1,0," "," ",-,$0.00,$0.00,0.02%,$11.28,-,-
,," "," "," "," ",Mozzarella Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Provolone,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sausage,1,$0.99," "," "," "," "," "," "
,Sausage Parmigiana Sub,$11.28,$11.28,1,0," "," ",-,$0.00,$0.00,0.02%,$11.28,-,-
,," "," "," "," ",Provolone,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mozzarella Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Sausage,1,$0.99," "," "," "," "," "," "
,Anthony's Classic Hero Sub,$11.26,$11.26,1,0," "," ",-,$0.00,$0.00,0.02%,$11.26,-,-
,," "," "," "," ",Mozzarella Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Blue Cheese,1,$1.00," "," "," "," "," "," "
,," "," "," "," ",Capicoola,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Salami,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ham,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepperoni,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Mayonese,1,$1.00," "," "," "," "," "," "
,," "," "," "," ",Red Onions,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Lettuce,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Banana Peppers,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Tomatoes,1,$0.00," "," "," "," "," "," "
,Pasta with Marinara,$11.24,$11.24,1,0," "," ",-,$0.00,$0.00,0.02%,$11.24,-,-
,," "," "," "," ",Meat Sauce,1,$2.50," "," "," "," "," "," "
,," "," "," "," ",Spaghetti,1,$0.00," "," "," "," "," "," "
,"MYOP 1 - Personal 10"" - Regular Crust",$11.11,$11.11,1,0," "," ",-,$0.00,$0.00,0.02%,$11.11,-,-
,2 Liter,$11.10,$11.10,3,0," "," ",-,$0.00,$0.00,0.02%,$3.70,-,-
,," "," "," "," ",Diet Pepsi,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepsi,2,$0.00," "," "," "," "," "," "
,2 Liter,$11.10,$11.10,3,0," "," ",-,$0.00,$0.00,0.02%,$3.70,-,-
,," "," "," "," ",Diet Pepsi,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Pepsi,2,$0.00," "," "," "," "," "," "
,Fresh Sauteed Spinach,$12.33,$11.07,3,0," "," ",-,-$1.26,$0.00,0.02%,$3.69,-,-
,Malta,$13.45,$11.06,5,0," "," ",-,-$2.39,$0.00,0.02%,$2.21,-,-
,Bottled Juice - Single Size,$13.75,$11.00,5,0," "," ",-,-$2.75,$0.00,0.02%,$2.20,-,-
,Chicken Chunks (custom 1) - 1/2 Pounds,$10.99,$10.99,1,0," "," ",-,$0.00,$0.00,0.02%,$10.99,-,-
,Chicken Chunks 1/2 LBS,$10.99,$10.99,1,0," "," ",-,$0.00,$0.00,0.02%,$10.99,-,-
,," "," "," "," ",Medium,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Blue Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",1/2 Pound,1,$0.00," "," "," "," "," "," "
,Chicken Chunks 1/2 LBS,$10.99,$10.99,1,0," "," ",-,$0.00,$0.00,0.02%,$10.99,-,-
,," "," "," "," ",Buffalo Garlic,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Blue Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",All Drums,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",1/2 Pound,1,$0.00," "," "," "," "," "," "
,Custom Antipasto Salad - Small,$10.99,$10.99,1,0," "," ",-,$0.00,$0.00,0.02%,$10.99,-,-
,Lunch Sub,$10.99,$10.99,1,0," "," ",-,$0.00,$0.00,0.02%,$10.99,-,-
,," "," "," "," ",Chicken Parmigiana Sub,1,$0.00," "," "," "," "," "," "
,Pasta with Meat Sauce,$10.99,$10.99,1,0," "," ",-,$0.00,$0.00,0.02%,$10.99,-,-
,," "," "," "," ",Spaghetti,1,$0.00," "," "," "," "," "," "
,4 slices 2 soda (custom 1) - Single Size,$10.98,$10.98,1,0," "," ",-,$0.00,$0.00,0.02%,$10.98,-,-
,Custom Calzone Cheese - Small,$10.98,$10.98,1,0," "," ",-,$0.00,$0.00,0.02%,$10.98,-,-
,Custom Jamaican Beef Pattys - Plain,$10.98,$10.98,2,0," "," ",-,$0.00,$0.00,0.02%,$5.49,-,-
,"Custom Cheese Pizza - Personal 10"" - Regular Crust",$10.89,$10.89,1,0," "," ",-,$0.00,$0.00,0.02%,$10.89,-,-
,Anthony's Classic Hero Sub (custom 1) - Single Size,$10.74,$10.74,1,0," "," ",-,$0.00,$0.00,0.02%,$10.74,-,-
,Custom Meatball Parmigiana Sub - Single Size,$10.74,$10.74,1,0," "," ",-,$0.00,$0.00,0.02%,$10.74,-,-
,Tiramissu,$10.68,$10.68,2,0," "," ",-,$0.00,$0.00,0.02%,$5.34,-,-
,Caesar Salad,$10.67,$10.67,1,0," "," ",-,$0.00,$0.00,0.02%,$10.67,-,-
,," "," "," "," ",Caesar,1,$0.09," "," "," "," "," "," "
,," "," "," "," ",Large,1,$1.59," "," "," "," "," "," "
,2pcs Garlic Knots (custom 1) - With Cheese,$10.50,$10.50,3,0," "," ",-,$0.00,$0.00,0.02%,$3.50,-,-
,Delivery Fee,$11.44,$10.50,2,0," "," ",-,-$0.94,$0.00,0.02%,$5.25,-,-
,Chicken Parmigiana Sub,$10.29,$10.29,1,0," "," ",-,$0.00,$0.00,0.02%,$10.29,-,-
,Chicken Parmigiana Sub,$10.29,$10.29,1,0," "," ",-,$0.00,$0.00,0.02%,$10.29,-,-
,Sausage Parmigiana Sub,$10.29,$10.29,1,0," "," ",-,$0.00,$0.00,0.02%,$10.29,-,-
,," "," "," "," ",Mozzarella Cheese,1,$0.00," "," "," "," "," "," "
,," "," "," "," ",Ricotta Cheese,1,$0.00," "," "," "," "," "," "
